노선id,노선번호,운행회차,회차,정류소번호명,정류소번호,정류소순번,정류소명,차량번호,운행출발일시,운행출발연월일시,하차일시,인원,누적인원
11110537,관악02,5,[05] 09:59,24_교수회관입구,24,172,교수회관입구,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,25_관악사삼거리,25,173,관악사삼거리,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,26_대학원생활관,26,174,대학원생활관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,27_노천강당,27,175,노천강당,서울70사8904,9:59,2019-09-02 9:59,2019-09-02 10:16,0,122
11110537,관악02,5,[05] 09:59,28_학부생활관,28,176,학부생활관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,29_BK국제관,29,177,BK국제관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,30_가족생활동,30,178,가족생활동,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,31_호암교수회관,31,179,호암교수회관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,32_인헌아파트,32,180,인헌아파트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,33_서울과학전시관,33,181,서울과학전시관,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,34_낙성대공원.관악복합평생교육센터,34,182,낙성대공원.관악복합평생교육센터,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,35_낙성대현대아파트,35,183,낙성대현대아파트,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,36_인헌초등학교,36,184,인헌초등학교,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,5,[05] 09:59,37_낙성대입구,37,185,낙성대입구,서울70사8904,9:59,2019-09-02 9:59,,0,122
11110537,관악02,6,[06] 10:54,01_낙성대역,1,186,낙성대역,서울70사8904,10:54,2019-09-02 10:54,2019-09-02 10:54,23,145
11110537,관악02,6,[06] 10:54,02_낙성대입구,2,187,낙성대입구,서울70사8904,10:54,2019-09-02 10:54,2019-09-02 11:03,1,146
11110537,관악02,6,[06] 10:54,03_인헌초등학교,3,188,인헌초등학교,서울70사8904,10:54,2019-09-02 10:54,,0,146
11110537,관악02,6,[06] 10:54,04_낙성대현대아파트,4,189,낙성대현대아파트,서울70사8904,10:54,2019-09-02 10:54,2019-09-02 11:04,1,147
11110537,관악02,6,[06] 10:54,05_낙성대공원.관악복합평생교육센터,5,190,낙성대공원.관악복합평생교육센터,서울70사8904,10:54,2019-09-02 10:54,2019-09-02 11:05,1,148
